task_id	native_id	process	tag	status	submit	start	complete	duration	realtime	%cpu	peak_rss	workdir
1	1369995	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK	samplesheet_full.csv	COMPLETED	1779686833210	1779686833263	1779686834936	1726	0	93.2	9912320	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/3a/393a4f7157257e2e95189d24e7b807
2	1370356	NFCORE_CHIPSEQ:PREPARE_GENOME:GTF2BED	genes.gtf	COMPLETED	1779686843564	1779686843655	1779686851929	8365	6000	100.7	1006764032	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/df/5fa908bfcd9502e5abe00264d07d0a
3	1371223	NFCORE_CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES	genome.fa	COMPLETED	1779687095382	1779687095417	1779687107350	11968	11000	100.8	5095424	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/cb/a9cf7b27285fc36c947ccdeb485b8d
36	1372049	NFCORE_CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS	genome.fa.sizes	COMPLETED	1779687107482	1779687107550	1779687109204	1722	0	150.9	2891776	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/2b/5275e396ab3358d06903bb6e92fd87
12	1372541	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC	FOXA1_IP_E2_REP1_T1	COMPLETED	1779687213861	1779687213866	1779687313813	99952	99000	103.5	3202846720	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/b8/39334e8dfc2e669b14715987d6d47f
14	1381651	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC	FOXA1_IP_E2_REP2_T1	COMPLETED	1779687313819	1779687313912	1779687371590	57771	56000	106.1	3120463872	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/70/abbf1f7a0af23d7d97a0f605f44a64
13	1372533	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	FOXA1_IP_E2_REP1_T1	COMPLETED	1779687213852	1779687213865	1779687374350	160498	159000	560.0	5003550720	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/4d/08763106062dffa340386892f2922d
15	1384121	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	FOXA1_IP_E2_REP2_T1	COMPLETED	1779687374357	1779687374450	1779687470656	96299	95000	541.2	2841190400	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/06/6ae97dd873a4cdde7ecd5ec983927d
16	1388090	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC	FOXA1_IP_VEH_REP1_T1	COMPLETED	1779687402915	1779687402994	1779687495211	92296	91000	103.8	2594574336	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/3d/92a1a6ef3857a589bf26b70380167f
19	1395438	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC	FOXA1_IP_VEH_REP2_T1	COMPLETED	1779687495218	1779687495311	1779687545834	50616	50000	105.3	2287038464	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/4b/874ee4c91531eec37f0f70bf1e136a
17	1391267	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	FOXA1_IP_VEH_REP1_T1	COMPLETED	1779687470661	1779687470756	1779687621828	151167	151000	564.2	4687396864	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/ae/7639cb9a67533e6ad2c2e410c65d67
18	1401985	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	FOXA1_IP_VEH_REP2_T1	COMPLETED	1779687621835	1779687621929	1779687705277	83442	82000	539.1	2362593280	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/c5/ff13a06051f3337ee0f7c09c746d4c
8	1399297	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC	EZH2_IP_TKO_REP1_T1	COMPLETED	1779687550846	1779687550941	1779688152718	601872	600000	101.6	2207195136	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/49/a27a95efc4aaa5658f06946076d622
