task_id	native_id	process	tag	status	submit	start	complete	duration	realtime	%cpu	peak_rss	workdir
13	333043	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961164_GSM3415728_MShef4_J3	COMPLETED	1779472915570	1779472915635	1779473029617	114047	112000	199.7	7928332288	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/da/9c648366ecf6d53032e9a8b2495bfe
12	344725	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961163_GSM3415727_MShef4_J2	COMPLETED	1779473029628	1779473029717	1779473118993	89365	89000	200.2	6753083392	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/60/0445866a085c7a6c2f4e19b6580404
4	351079	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961103_GSM3415667_MShef11_low_oxygen_Q2	COMPLETED	1779473119000	1779473119093	1779473181491	62491	61000	201.0	7271673856	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/bd/7f4f64642d4c16b47faa584ac115ed
7	354534	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961104_GSM3415668_MShef11_low_oxygen_Q3	COMPLETED	1779473181498	1779473181592	1779473330507	149009	148000	198.6	7083429888	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/73/6d30b2b8932fc19f69092ddf0adbae
14	333054	NFCORE_METHYLSEQ:METHYLSEQ:TRIMGALORE	SRR7961164_GSM3415728_MShef4_J3	COMPLETED	1779472915587	1779472915641	1779473338851	423264	421968	730.1	606076928	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/a3/c11403d2a694cf9755b933ebae60da
1	360908	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961102_GSM3415666_MShef11_low_oxygen_Q1	COMPLETED	1779473330513	1779473330607	1779473398173	67660	67000	200.7	7775039488	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/c1/da9ccac4eaa48b64675beca01c4b3b
10	378691	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961161_GSM3415725_MShef4_J1	COMPLETED	1779473398186	1779473398273	1779473605236	207050	206000	201.1	6025641984	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/52/d584f178073af6477127bb0bbd92bb
11	361916	NFCORE_METHYLSEQ:METHYLSEQ:TRIMGALORE	SRR7961163_GSM3415727_MShef4_J2	COMPLETED	1779473338857	1779473338952	1779473657652	318795	317679	720.9	467918848	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/5b/3033527fbc69967d7d4b77eaecd982
3	391560	NFCORE_METHYLSEQ:METHYLSEQ:TRIMGALORE	SRR7961103_GSM3415667_MShef11_low_oxygen_Q2	COMPLETED	1779473657660	1779473657752	1779473882724	225064	223911	723.5	576446464	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/14/85f844819dda5996cdb5d0133c5ec3
5	406018	NFCORE_METHYLSEQ:METHYLSEQ:TRIMGALORE	SRR7961104_GSM3415668_MShef11_low_oxygen_Q3	COMPLETED	1779473882729	1779473882825	1779474474565	591836	590986	735.0	467308544	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/60/2b62867c22dc7d444cb41bb651d3e6
9	397925	NFCORE_METHYLSEQ:METHYLSEQ:FASTQC	SRR7961150_GSM3415714_MShef4_bulk	COMPLETED	1779473718688	1779473718740	1779474665807	947119	946000	199.9	6887182336	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/6d/1b533393ea63d97462fefc8b8ffa15
2	438635	NFCORE_METHYLSEQ:METHYLSEQ:TRIMGALORE	SRR7961102_GSM3415666_MShef11_low_oxygen_Q1	COMPLETED	1779474474575	1779474474665	1779474714896	240321	239678	722.3	465981440	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/f1/fbf594595ab5bccf0d57b0708095af
