task_id	native_id	process	tag	status	submit	start	complete	duration	realtime	%cpu	peak_rss	workdir
7	2781337	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX2370490	COMPLETED	1779784451223	1779784451243	1779784453005	1782	1000	27.4	13651968	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/43/903c61b152e30c2a09679e07dd0cd2
4	2781380	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX1603630	COMPLETED	1779784451238	1779784451335	1779784453092	1854	1000	24.4	13406208	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/3e/3025a667408bac817a41915993b154
6	2781278	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX2370469	COMPLETED	1779784451200	1779784451241	1779784453215	2015	1000	26.2	14036992	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/10/6797645875dd4d83f5efb35b1bc3e9
1	2781250	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX1603392	COMPLETED	1779784451186	1779784451240	1779784453334	2148	1000	24.3	13381632	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/a6/cb63335aa208a2584f696bd754fbd1
5	2781226	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX2370468	COMPLETED	1779784451162	1779784451236	1779784453451	2289	1000	24.7	12046336	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/d4/9563cebf36bacc0ff2c3614af546f8
2	2781440	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX1603393	COMPLETED	1779784451257	1779784451337	1779784453577	2320	1000	24.6	13504512	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/44/d47a67a86a22d876ca38336ed5f2c1
8	2781303	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX2370491	COMPLETED	1779784451212	1779784451242	1779784453703	2491	1000	21.8	13377536	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/7e/5a49bcb3aedfd297bab8cd4c7404ce
3	2781404	NFCORE_FETCHNGS:SRA:SRA_IDS_TO_RUNINFO	SRX1603629	COMPLETED	1779784451247	1779784451336	1779784453823	2576	1000	23.8	13307904	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/75/70ec7000891715f109a6d81bd9b1a8
9	2783000	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453046	1779784453093	1779784454813	1767	0	121.1	13389824	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/63/c75db7026a8bd12d20e03736528846
11	2783200	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453232	1779784453315	1779784454926	1694	1000	109.8	13361152	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/c8/047177d827729bb452b730c3e8e785
13	2783400	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453465	1779784453551	1779784455027	1562	0	110.3	13393920	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/89/d606e884197eb2b32e9c319be5371c
12	2783300	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453348	1779784453435	1779784455139	1791	0	125.5	13447168	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/29/c5ea0887a74249e35fca6dcd4e0ba1
10	2783061	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453108	1779784453192	1779784455349	2241	1000	112.6	13328384	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/67/83d3d73c779db821828a529bb4a691
14	2783501	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453590	1779784453678	1779784455579	1989	0	113.1	13529088	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/f0/735fd025fe35b2ce1793e26e392b58
15	2783602	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453718	1779784453803	1779784455988	2270	0	105.2	13283328	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/a5/e3d7f65f13477d80e6d017b488af55
16	2783707	NFCORE_FETCHNGS:SRA:SRA_RUNINFO_TO_FTP	-	COMPLETED	1779784453839	1779784453923	1779784456233	2394	0	120.4	13754368	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/90/7e682d557c212e7adc7807afb627e6
20	2784904	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX1603392_SRR3192408	FAILED	1779784455161	1779784455239	1779787154742	2699581	2699503	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/e6/dd9c19d0b2f4c5b8b60b020ed75c31
17	2784484	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX2370490_SRR5048099	ABORTED	1779784454842	1779784454913	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/4a/768a91f13db04abf6929edf11c510c
18	2784569	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX2370469_SRR5048078	ABORTED	1779784454943	1779784455027	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/53/792a7dc7b3db16b825f71567de2acb
19	2784694	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX2370468_SRR5048077	ABORTED	1779784455044	1779784455128	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/61/7fc3a6f9802e787e7c355862c7bddc
21	2785010	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX1603630_SRR3192658	ABORTED	1779784455369	1779784455449	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/18/399a81ac52849e0684b556a7cddb89
22	2785228	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX1603393_SRR3192409	ABORTED	1779784455595	1779784455679	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/f4/55a45b40f3d0b61fcd5505e3421d50
23	2785458	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX2370491_SRR5048100	ABORTED	1779784456012	1779784456089	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/f2/a46ad70c6920c7467f0420532b3163
24	2785665	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX1603629_SRR3192657	ABORTED	1779784456250	1779784456334	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/25/cbb6e8c1ca06d0c768892eb066dc1a
25	2894813	NFCORE_FETCHNGS:SRA:SRA_FASTQ_FTP	SRX1603392_SRR3192408	ABORTED	1779787154776	1779787154817	-	-	-	-	-	/home/niklas/CrossPlatformEnergyAccounting/workload/daw/work/be/2af30deca3ebbfcec496cc4f3eed8f
