penalty,r2,mae_pct,delta_cpu_ns,delta_cycles,delta_instructions,delta_cache_misses,delta_branch_instructions,delta_io_bytes,delta_net_send_bytes,context_switches,syscall_count,delta_rss_memory,syscall_class_file,syscall_class_network,syscall_class_memory,syscall_class_process,syscall_class_other,syscall_class_sched,syscall_class_signal,syscall_class_time
6.729500963161782,0.7570896977415743,4.219780923655794,2.5886398509205054e-09,3.074027056728823e-08,412.45230848161856,198.18263240512098,109.33508513391251,17.852551898060014,1.2999398926202487e-09,8.58595853822832e-09,-2.5436965384843414e-09,8.408038730490068,8.368544506732859e-09,39.20487067540738,62.58956767652167,18.842052072718865,66.63144479882814,4.841744595897351e-09,6.191777893253846e-08,9.838423129298215e-07
9.219269980001625,0.7571233490625974,4.219668508292316,2.201224610330514e-07,1.0865574206059191e-06,412.44737158925557,198.17965852062113,109.33571643171491,17.83830807492818,1.5313116937470588e-07,3.3017901640552686e-07,3.004252369286579e-08,8.294417935737803,2.744186047658034e-07,39.14103987383762,62.566554560762874,18.70018755854111,66.62875715348649,1.719228489199457e-07,2.601057621406493e-06,4.892411693655219e-05
12.630199390628402,0.7571692574389944,4.219514399766083,8.379352765168512e-08,2.7229067606846845e-07,412.440614000333,198.17558280761227,109.33658262381843,17.818787862601575,6.157979142980012e-08,1.2797693113083053e-07,4.0215351454068074e-08,8.13864253139852,1.0415937094882471e-07,39.05365479056262,62.535026864180004,18.505811791388176,66.62507645478082,7.990541206914726e-08,6.873866367137723e-07,1.6065398732520623e-05
17.303098509216408,0.7572318047818415,4.219303365729257,5.6089100774318873e-08,1.705512051735246e-07,412.4313534930664,198.17000003649045,109.33776868214127,17.79204883353599,4.487552107410072e-08,9.140795439224607e-08,2.981578201809399e-08,7.925296986744612,7.433437236604583e-08,38.933909271224,62.49183473112103,18.239532708111856,66.620033364536,6.495396380152458e-08,6.841019378043371e-07,1.8821470906722167e-05
23.70486868495522,0.7573168346777792,4.21901464952987,1.892366419932527e-08,5.910509351597683e-08,412.4186671796543,198.1623514431491,109.33939358173947,17.75541640295226,1.8645460872250194e-08,3.833230352784504e-08,9.503208799146424e-09,7.632998085982051,2.9938309581848434e-08,38.76987057886028,62.43266251176576,17.87473444843112,66.61312456172004,2.8282045774592594e-08,3.641787788394783e-07,8.14203407036362e-06
32.47515461301144,0.7574320941878594,4.2186314074457485,1.795977416951013e-08,5.2289588410322766e-08,412.40128651403813,198.15187332184624,109.34161953527881,17.705231520736977,2.1344894146811184e-08,5.0717595597402674e-08,8.64645450368828e-09,7.232573764545054,3.970900526846792e-08,38.54513027901989,62.35159778928571,17.37497149978843,66.60365946194604,3.492969992613381e-08,5.648295828588857e-07,9.613156787857517e-06
44.49025561606853,0.7575876857619003,4.218114981878067,2.6758051531685288e-08,6.43265541905441e-08,412.37747517889005,198.1375186224325,109.34466900645178,17.636479481608227,3.3471375541425656e-08,1.0406128616208122e-07,1.1976555007101128e-08,6.684006576394536,8.635675980599433e-08,38.23723936147945,62.240540829377444,16.690306914768613,66.59069242665498,5.5980744371544194e-08,1.1474159715901565e-06,1.3987909778349053e-05
60.950682710223816,0.7577965037652126,4.217410714343082,9.509341000058429e-08,1.625385233678056e-07,412.34485263322154,198.11785394785812,109.3488464514961,17.542292248851783,1.0488977585454498e-07,4.0444738045929755e-07,4.6772630008319365e-08,5.932537071054302,3.3321520588468604e-07,37.81542397394054,62.0883948338091,15.75232956995867,66.57292743312286,1.7215776126306342e-07,4.350680085885186e-06,3.752258769845961e-05
83.50110988125311,0.7580744400969618,4.216468183061234,2.1062572434093525e-09,3.6152570813628388e-09,412.3001657916674,198.090910628915,109.35457036955995,17.413252868280125,3.7024153289493547e-09,1.910292642896459e-08,1.5823362912651497e-09,4.902860904661276,1.5256738060927538e-08,37.23759152187424,61.87995952267281,14.467327117491479,66.5485912800697,6.5461975771731565e-09,2.279367543904304e-07,1.2691594613231512e-06
114.394704724637,0.7584399214085609,4.215252401491355,2.3453014008626544e-08,5.63915528981924e-08,412.238940391667,198.0540022884297,109.36241112348809,17.236476656081727,4.5747301950122177e-08,2.4594119279188224e-07,1.621635768784186e-08,3.492426294305724,1.923582050875206e-07,36.445935747258346,61.59440610712533,12.70689364873127,66.51524974369504,7.736984305960405e-08,3.229178443142085e-06,1.0315999449681718e-05
156.71825784886835,0.7589119500552295,4.2136605000484595,8.52549826409644e-09,2.2007067944871974e-08,412.155066335123,198.00343658106726,109.37315338824908,16.994294573276946,1.2589442090452231e-08,6.406706588369408e-08,5.169811601506902e-09,1.5600487949376707,4.840963236055069e-08,35.3613970362565,61.203205486632754,10.295146744060483,66.46957353940552,1.8976276780851596e-08,1.0254502945306694e-06,2.137580234496099e-06
214.70060526232388,0.7594912777684434,4.211637868823219,2.462345895876963e-09,1.1861754074608551e-08,412.03239530564986,197.94845472531458,109.38789822609556,16.683964935108985,4.957262727576465e-09,2.3310440654298044e-08,1.977594842234474e-09,5.4045338308248415e-05,1.7095090019809375e-08,33.899068421687936,60.66717186914919,6.9746959104443995,66.40415364618343,7.090319706877619e-09,5.745080857702032e-07,5.787888623677918e-07
294.1351603363365,0.7601661017180152,4.209084760962169,4.422588930458136e-09,3.289736157274492e-08,411.8490764116132,197.90122145644784,109.40815381542986,16.300987864233242,1.1219790937938497e-08,5.254913109650725e-08,4.049813168914424e-09,3.6516878791899843e-06,3.691201317849326e-08,31.941842457311456,59.932626186976975,2.393515794327105,66.30893919623607,1.4466529479902124e-08,2.778426698327056e-06,8.616314640025669e-07
402.9587734062347,0.7610445028734095,4.207867653367993,1.1807081547419754e-07,1.1874076920597323e-06,411.47310312177194,197.8654104321637,109.40701529108958,15.70712548209971,3.1081388552649993e-07,1.3332719449203973e-06,1.058364887701836e-07,1.708580795662166e-05,8.85935904694106e-07,29.028753781181244,58.808979579175016,0.00025098880220752426,66.1493252010901,3.456641128572819e-07,0.00012592793457926865,1.3080199970080366e-05
552.0447568369069,0.7620431002946572,4.208636802328254,1.500676754621252e-08,1.4080509944821517e-07,410.85278003826306,197.84071166657174,109.38109820726575,14.835158416281937,3.102054866266545e-08,1.359902175288891e-07,1.0698980611999958e-08,5.428048264112617e-07,8.494320118996541e-08,24.842329039259486,57.170641679993665,3.0871958774079807e-06,65.90606258808212,2.9932816285267265e-08,1.64857022972664e-05,8.104648202141675e-07
756.2893121175172,0.7628355461120859,4.210909305404667,2.6207354495807797e-07,1.4685126118221275e-06,410.00280687739644,197.80690999167751,109.34555972582713,13.640545006646589,4.111984919762239e-07,1.6215729154706754e-06,1.32964933304314e-07,2.9571029098821305e-06,1.010511225649036e-06,19.106910628569477,54.9260516904403,1.1560596385776472e-05,65.57276361593289,3.1743021735850876e-07,0.00019985192489248903,8.988858823546573e-06
1036.0999113558591,0.7628415371633152,4.21699285420991,1.4306065040527732e-08,5.465386410826309e-08,408.8385370010291,197.7605598108735,109.29691234410156,12.00399340975258,5.127956692581182e-09,9.570170070521167e-08,9.064386991661295e-09,7.643524194089141e-08,6.325252627514524e-08,11.24961867916923,51.85113431490618,2.468315021460528e-07,65.11619317720975,1.8599086948158746e-08,1.254783011363493e-05,3.6759423264431956e-07
1419.4343475593287,0.7608228751879262,4.234846092548216,1.7232555952439762e-08,7.647506425446039e-08,407.2434140713933,197.697086020757,109.23024387597485,9.76191375930008,1.5180216646281775e-08,1.058783361799411e-07,1.0512043622074277e-08,7.635053809779143e-08,6.793234074989426e-08,0.48543874268407516,47.63848941654258,1.7827745421547328e-07,64.4906762469554,1.9501171385075652e-08,1.1768744094505251e-05,4.791256663209503e-07
1944.594189178707,0.7595429887573917,4.247061991094653,1.4802559096384803e-08,6.938144270039392e-08,405.31419887476756,197.6161552426068,109.17461289538096,5.655604246827204,1.7650607313955724e-08,9.464998908794415e-08,1.0328692500701723e-08,3.815010320307426e-08,5.7599979085672025e-08,4.923898229657105e-07,41.60728183292266,8.07439971975376e-08,63.57153727820007,1.626333095794809e-08,1.1213678669569483e-05,1.255466530631168e-07
2664.05175208678,0.7577389975995181,4.264749832882004,1.3873194984748468e-07,6.557437645710271e-07,402.68342286901657,197.50574403410116,109.09861097326053,0.013092409217364487,1.4928266980132355e-07,6.269064874322742e-07,7.800777951819543e-08,2.1394435910871007e-07,3.699002621864625e-07,9.452887106667331e-07,33.332126137350464,3.7660100335341217e-07,62.3071945360385,1.058042031814078e-07,2.705198495137946e-05,4.538418756703111e-07
3649.6929679678433,0.7548674721397854,4.293336779871477,1.0401663260789219e-07,4.573216684993081e-07,399.1465846762583,197.3987848906986,108.63646410262065,1.170062367335581e-06,5.7695936636249436e-08,2.4462586206362177e-07,3.351336345311368e-08,6.332629880015557e-08,1.35690514330019e-07,1.696047369769674e-07,21.895582865032743,1.0651512885326815e-07,60.02264598138667,4.3028875085737003e-08,1.1178804850836847e-05,1.0871121728002275e-07
4999.999999999999,0.7504076200290672,4.337909920404326,7.605056794800116e-08,3.697370217342152e-07,394.3013441339184,197.2523574263517,108.0024995551642,1.5291441745528047e-07,2.524062814513223e-08,1.0560469856003849e-07,1.7487345855894127e-08,2.6019234158614597e-08,5.570549044922605e-08,5.28587105251128e-08,6.227532764897439,4.063834435852152e-08,56.8915788396531,2.0849394938780853e-08,3.0170035030610704e-06,3.912037882806282e-08
